year,month,day_of_week,accident_severity,number_of_vehicles_involved,vehicle_type_involved,number_of_casualties,number_of_fatalities,weather_conditions,road_type,road_condition,lighting_conditions,traffic_control_presence,speed_limit_(km/h),driver_age,driver_gender,driver_license_status,alcohol_involvement,hour
2020,july,saturday,serious,2,cycle,6,4,hazy,village road,wet,dawn,signals,77,41,male,valid,no,11
2020,december,friday,minor,4,truck,3,0,hazy,national highway,damaged,dark,,100,44,female,valid,yes,6
2022,march,friday,minor,3,truck,9,2,clear,state highway,wet,daylight,police checkpost,89,25,female,valid,no,8
2021,march,tuesday,serious,1,two-wheeler,9,2,hazy,village road,wet,dusk,police checkpost,99,51,female,valid,no,2
2021,april,monday,fatal,5,car,4,0,stormy,village road,wet,dark,signs,35,29,male,valid,no,14
2022,january,thursday,minor,5,bus,5,5,foggy,urban road,damaged,dark,signals,65,24,male,,no,22
2018,march,sunday,serious,5,two-wheeler,0,4,rainy,urban road,damaged,dark,police checkpost,87,20,female,valid,yes,13
2022,august,saturday,minor,3,auto-rickshaw,8,5,stormy,village road,damaged,dark,signals,82,58,female,valid,no,14
2020,march,sunday,minor,5,auto-rickshaw,0,5,rainy,national highway,wet,dawn,police checkpost,40,37,male,,yes,6
2022,january,monday,serious,5,auto-rickshaw,7,2,hazy,village road,dry,dusk,,54,22,female,valid,no,11
2020,december,thursday,fatal,4,bus,1,5,clear,village road,wet,dark,,104,20,female,valid,yes,14
2018,march,saturday,fatal,1,bus,10,1,stormy,urban road,wet,dawn,police checkpost,31,30,female,valid,no,5
2019,august,wednesday,fatal,4,auto-rickshaw,6,5,stormy,national highway,damaged,dusk,police checkpost,50,47,male,expired,yes,22
2022,october,thursday,fatal,2,cycle,0,1,clear,urban road,under construction,dawn,police checkpost,119,32,male,expired,no,22
2021,april,wednesday,fatal,1,bus,9,4,rainy,national highway,dry,daylight,police checkpost,69,58,female,valid,yes,22
2022,march,thursday,fatal,3,auto-rickshaw,4,3,hazy,state highway,dry,dark,signs,119,43,male,valid,yes,3
2018,june,thursday,serious,2,bus,10,4,rainy,urban road,wet,dark,,95,28,male,,no,16
2020,april,friday,fatal,2,cycle,7,0,hazy,national highway,wet,dawn,police checkpost,74,67,male,valid,no,16
2023,october,monday,fatal,5,bus,9,1,foggy,state highway,dry,dark,,63,40,female,expired,yes,7
2020,march,thursday,serious,1,truck,6,3,hazy,village road,dry,dark,signs,44,27,female,valid,yes,8
2023,february,monday,minor,1,car,8,4,hazy,national highway,under construction,dawn,signals,84,68,male,expired,no,20
2022,october,monday,minor,5,auto-rickshaw,5,4,clear,village road,wet,dawn,signs,43,45,male,,yes,17
2023,march,friday,minor,4,auto-rickshaw,1,0,stormy,urban road,under construction,daylight,signs,66,69,male,expired,no,3
2018,july,monday,minor,2,pedestrian,9,5,foggy,urban road,wet,daylight,signs,75,48,male,expired,no,20
2022,september,thursday,serious,4,auto-rickshaw,2,2,hazy,national highway,damaged,dawn,police checkpost,44,65,female,expired,no,4
2021,november,sunday,minor,4,car,2,1,rainy,national highway,under construction,dawn,,30,56,male,valid,yes,20
2020,june,thursday,serious,2,auto-rickshaw,6,4,foggy,state highway,wet,dawn,police checkpost,118,18,female,valid,yes,2
2023,december,monday,fatal,5,truck,10,5,foggy,urban road,wet,dusk,,35,21,female,,no,14
2019,december,thursday,fatal,4,two-wheeler,0,0,stormy,village road,wet,dusk,signals,82,52,female,valid,yes,1
2023,november,sunday,serious,5,cycle,8,1,clear,village road,dry,daylight,police checkpost,68,30,female,expired,no,4
2022,march,tuesday,minor,4,two-wheeler,9,3,foggy,national highway,wet,daylight,signals,61,24,female,valid,no,4
2019,august,tuesday,minor,2,pedestrian,3,5,foggy,village road,damaged,dark,,35,48,female,,yes,5
2018,january,thursday,fatal,2,auto-rickshaw,4,3,foggy,national highway,dry,daylight,police checkpost,86,47,male,,no,10
2019,july,thursday,minor,1,auto-rickshaw,6,4,clear,village road,under construction,dawn,,108,37,male,valid,yes,0
2022,february,saturday,fatal,4,car,3,1,hazy,urban road,under construction,daylight,police checkpost,39,54,female,expired,no,7
2018,august,friday,fatal,3,cycle,7,4,rainy,village road,dry,dawn,signals,75,46,male,expired,yes,19
2023,march,saturday,serious,3,auto-rickshaw,10,0,hazy,national highway,under construction,dawn,signs,62,24,female,,yes,16
2022,july,sunday,fatal,2,auto-rickshaw,10,1,rainy,state highway,wet,dark,signs,35,46,male,valid,no,21
2020,may,tuesday,minor,1,auto-rickshaw,8,5,rainy,village road,wet,dark,signs,62,60,female,expired,yes,13
2023,december,sunday,minor,2,two-wheeler,9,2,stormy,urban road,under construction,daylight,signs,87,40,female,expired,no,13
2022,june,sunday,serious,2,auto-rickshaw,8,0,stormy,village road,under construction,dark,signals,79,54,male,valid,yes,17
2023,january,monday,minor,5,pedestrian,0,0,foggy,national highway,dry,daylight,,75,67,male,,no,2
2018,january,monday,minor,5,cycle,10,0,hazy,urban road,wet,daylight,police checkpost,59,20,male,,yes,21
2019,july,thursday,fatal,4,cycle,1,0,rainy,state highway,wet,dusk,,102,40,male,expired,no,19
2018,july,sunday,fatal,4,car,10,1,foggy,state highway,dry,dark,signals,33,37,male,valid,yes,12
2023,october,monday,minor,1,two-wheeler,1,1,rainy,village road,damaged,daylight,,51,32,male,valid,no,0
2023,august,tuesday,serious,4,car,2,4,hazy,national highway,damaged,dusk,police checkpost,92,49,male,valid,yes,6
2018,november,friday,minor,5,bus,6,0,stormy,national highway,wet,dark,signals,44,70,male,valid,no,14
2018,september,wednesday,minor,5,two-wheeler,1,5,foggy,village road,dry,daylight,signs,64,56,female,,no,8
2021,october,sunday,fatal,3,truck,2,5,rainy,village road,dry,dawn,signs,117,58,female,valid,no,13
2018,june,saturday,serious,5,truck,3,1,rainy,state highway,dry,dusk,signs,69,65,male,valid,yes,10
2019,july,saturday,minor,2,auto-rickshaw,3,0,hazy,national highway,dry,dusk,signals,117,47,female,,no,15
2019,july,monday,serious,1,car,0,1,rainy,village road,wet,dawn,signs,55,23,male,,yes,0
2022,november,saturday,fatal,3,cycle,1,3,clear,national highway,under construction,daylight,signals,105,50,male,valid,no,16
2022,january,saturday,minor,4,two-wheeler,10,0,clear,national highway,dry,daylight,signs,60,25,male,valid,no,11
2023,january,friday,minor,3,two-wheeler,9,0,foggy,urban road,dry,dawn,police checkpost,36,54,female,expired,yes,6
2022,november,friday,serious,3,cycle,3,2,foggy,state highway,wet,dawn,,42,27,male,,yes,11
2020,december,monday,minor,1,auto-rickshaw,4,3,rainy,urban road,under construction,dusk,signs,47,69,female,expired,yes,19
2023,june,sunday,minor,2,two-wheeler,0,0,stormy,village road,wet,dark,,48,18,male,expired,yes,0
2018,may,tuesday,minor,3,pedestrian,2,4,foggy,national highway,wet,daylight,police checkpost,76,65,male,,yes,0
2018,december,wednesday,fatal,4,cycle,9,5,clear,state highway,damaged,dawn,police checkpost,104,63,male,valid,no,23
2023,april,friday,serious,2,truck,0,0,rainy,national highway,dry,dark,,96,63,female,valid,no,9
2018,march,thursday,fatal,1,truck,1,3,hazy,state highway,dry,dusk,police checkpost,37,21,male,,no,7
2021,september,friday,serious,2,bus,9,3,stormy,national highway,wet,dark,signs,84,67,female,expired,no,10
2022,may,thursday,minor,5,cycle,10,4,stormy,urban road,dry,dark,police checkpost,33,56,female,valid,no,12
2019,september,sunday,fatal,1,two-wheeler,10,0,rainy,state highway,wet,dusk,signals,69,63,female,valid,no,16
2019,august,tuesday,fatal,3,two-wheeler,3,4,stormy,village road,wet,dark,police checkpost,38,37,male,,yes,7
2021,december,friday,minor,3,pedestrian,2,1,hazy,state highway,damaged,dark,,90,66,male,,yes,8
2022,november,tuesday,minor,3,car,2,3,clear,urban road,under construction,dawn,signs,105,55,male,valid,yes,4
2019,august,saturday,minor,4,bus,5,0,clear,state highway,wet,dawn,signals,100,66,female,,no,19
2021,march,thursday,serious,4,bus,5,4,clear,village road,damaged,daylight,signals,89,33,female,valid,no,9
2019,march,wednesday,minor,5,bus,6,3,rainy,state highway,damaged,daylight,,72,70,female,valid,yes,6
2020,june,sunday,minor,4,pedestrian,2,0,foggy,national highway,damaged,daylight,signals,114,45,female,,no,6
2020,july,monday,minor,4,cycle,1,5,hazy,village road,under construction,dark,,98,62,male,valid,yes,17
2021,october,saturday,serious,5,auto-rickshaw,9,4,clear,urban road,dry,daylight,signs,32,27,male,expired,yes,2
2018,september,wednesday,fatal,2,cycle,2,2,rainy,village road,wet,daylight,signals,50,28,female,,yes,8
2020,june,monday,minor,2,truck,9,4,foggy,village road,under construction,dark,signs,45,69,male,valid,no,6
2018,july,friday,fatal,5,two-wheeler,8,0,clear,village road,under construction,dusk,,99,46,male,valid,no,22
2019,october,tuesday,minor,3,auto-rickshaw,6,3,stormy,national highway,wet,dusk,signals,70,69,female,expired,yes,19
2023,september,thursday,fatal,2,auto-rickshaw,4,5,rainy,national highway,wet,dark,police checkpost,35,52,female,,no,14
2022,july,saturday,fatal,1,auto-rickshaw,9,1,foggy,urban road,under construction,daylight,police checkpost,83,33,female,expired,no,18
2022,may,saturday,minor,3,pedestrian,9,1,clear,state highway,under construction,dark,signs,89,61,female,valid,no,13
2020,october,sunday,serious,4,auto-rickshaw,6,3,stormy,urban road,dry,dark,signals,30,61,female,,yes,2
2021,october,friday,serious,2,truck,4,1,clear,state highway,dry,dawn,signals,89,50,male,,yes,23
2019,june,tuesday,fatal,4,car,3,4,rainy,state highway,under construction,dark,police checkpost,113,31,female,expired,no,13
2022,april,saturday,fatal,3,cycle,4,2,foggy,national highway,wet,daylight,signs,66,32,female,expired,no,13
2018,september,friday,minor,4,cycle,3,4,hazy,urban road,damaged,dawn,,105,27,female,valid,yes,22
2023,july,saturday,serious,2,pedestrian,6,5,stormy,village road,under construction,dark,,77,53,male,,yes,0
2021,may,tuesday,minor,2,truck,8,4,rainy,urban road,under construction,dusk,,92,45,female,,yes,13
2023,october,thursday,minor,2,pedestrian,8,2,clear,state highway,dry,dawn,,94,38,male,,yes,22
2023,february,friday,minor,5,two-wheeler,2,0,stormy,urban road,wet,dusk,,112,41,male,valid,no,23
2020,august,saturday,fatal,3,cycle,5,2,foggy,national highway,under construction,dark,police checkpost,70,19,male,expired,yes,8
2018,march,friday,serious,5,car,3,0,hazy,state highway,damaged,dark,signals,81,51,female,,no,13
2023,may,tuesday,minor,5,car,1,1,hazy,state highway,damaged,dawn,,70,60,male,expired,yes,6
2023,november,monday,minor,4,auto-rickshaw,4,0,hazy,state highway,damaged,dark,signs,62,48,male,,no,15
2021,june,tuesday,serious,1,auto-rickshaw,10,0,rainy,state highway,damaged,dusk,signals,35,70,female,,yes,7
2023,december,monday,minor,1,pedestrian,1,1,rainy,village road,under construction,dark,police checkpost,106,19,female,valid,no,16
2022,may,thursday,fatal,4,car,4,2,rainy,village road,under construction,daylight,police checkpost,100,26,female,expired,no,1
2019,march,wednesday,serious,5,car,6,4,hazy,state highway,under construction,dusk,,64,36,male,,yes,9
2023,october,monday,minor,3,auto-rickshaw,4,1,foggy,urban road,damaged,dark,police checkpost,32,46,male,,no,11
2018,july,tuesday,minor,4,pedestrian,8,3,rainy,urban road,wet,dusk,police checkpost,47,48,female,expired,yes,2
2020,june,monday,minor,2,pedestrian,7,1,stormy,village road,dry,daylight,police checkpost,117,70,male,,no,9
2021,april,saturday,serious,3,cycle,8,0,rainy,national highway,dry,dusk,signals,79,52,female,valid,no,23
2021,may,thursday,minor,1,two-wheeler,8,2,stormy,national highway,damaged,dawn,signals,51,69,male,valid,yes,0
2020,june,friday,serious,2,cycle,4,0,clear,state highway,damaged,daylight,,51,39,male,expired,no,21
2019,october,wednesday,fatal,2,two-wheeler,1,5,rainy,village road,wet,daylight,signs,36,54,female,,yes,2
2020,december,thursday,minor,2,auto-rickshaw,0,5,hazy,state highway,dry,dark,signs,65,35,male,,yes,18
2020,june,thursday,fatal,1,bus,4,0,stormy,national highway,under construction,dark,signs,107,20,female,expired,yes,3
2020,february,tuesday,fatal,4,cycle,0,4,clear,state highway,under construction,dawn,police checkpost,93,33,female,valid,yes,14
2020,june,thursday,fatal,5,pedestrian,2,5,foggy,urban road,dry,dusk,,94,70,male,,yes,1
2020,july,thursday,fatal,5,bus,10,5,stormy,state highway,dry,daylight,police checkpost,115,38,male,expired,yes,23
2019,march,saturday,minor,2,two-wheeler,3,5,hazy,national highway,dry,daylight,police checkpost,50,59,female,,yes,4
2022,january,friday,fatal,4,two-wheeler,1,2,stormy,national highway,dry,dusk,police checkpost,69,46,male,valid,no,5
2019,september,sunday,serious,1,bus,4,3,foggy,national highway,wet,dusk,police checkpost,112,37,male,valid,no,15
2018,july,saturday,minor,5,auto-rickshaw,9,0,clear,urban road,under construction,dawn,signs,91,18,female,,yes,4
2019,july,friday,fatal,5,truck,1,5,clear,national highway,damaged,daylight,signs,87,57,female,expired,yes,22
2020,november,monday,minor,1,cycle,6,3,foggy,urban road,damaged,dusk,signals,70,65,female,valid,yes,2
2022,november,sunday,serious,4,car,2,1,rainy,village road,wet,dusk,,104,61,female,,yes,1
2022,january,sunday,minor,3,truck,2,2,rainy,urban road,dry,dark,signals,69,22,female,expired,yes,8
2023,august,sunday,fatal,2,bus,1,0,rainy,urban road,wet,daylight,police checkpost,68,45,male,,yes,1
2018,august,wednesday,serious,4,auto-rickshaw,4,2,stormy,urban road,damaged,dusk,,107,34,female,,no,15
2018,march,sunday,minor,1,car,7,4,rainy,village road,damaged,dark,,64,23,female,expired,no,2
2018,april,saturday,serious,3,cycle,6,4,rainy,national highway,damaged,dark,police checkpost,81,18,female,expired,yes,10
2023,may,tuesday,minor,4,cycle,9,4,stormy,national highway,wet,dusk,police checkpost,57,43,female,,no,12
2022,may,tuesday,serious,1,two-wheeler,4,0,hazy,state highway,damaged,dusk,signs,91,39,female,expired,yes,16
2021,september,saturday,minor,4,car,4,2,rainy,urban road,damaged,dawn,signs,72,45,female,,no,20
2020,march,sunday,serious,1,two-wheeler,2,0,clear,state highway,under construction,daylight,signs,78,58,female,,no,12
2023,november,thursday,minor,2,cycle,3,3,stormy,village road,dry,dawn,signals,92,70,male,expired,no,5
2023,july,monday,minor,5,pedestrian,9,1,hazy,urban road,wet,dusk,signals,35,21,male,valid,yes,3
2022,august,monday,minor,5,pedestrian,10,4,stormy,national highway,dry,dawn,signs,68,53,male,valid,yes,5
2023,january,monday,serious,5,car,6,1,rainy,urban road,damaged,dusk,police checkpost,63,64,male,valid,no,13
2019,october,thursday,fatal,2,cycle,6,5,stormy,national highway,dry,daylight,police checkpost,92,56,female,,yes,1
2018,june,monday,fatal,1,cycle,1,4,foggy,national highway,wet,dark,police checkpost,80,46,male,expired,yes,7
2019,july,monday,fatal,3,truck,2,1,hazy,state highway,wet,dusk,police checkpost,59,64,female,valid,no,16
2019,august,saturday,serious,4,auto-rickshaw,5,5,hazy,state highway,damaged,dark,,115,61,male,expired,yes,8
2020,march,saturday,minor,1,auto-rickshaw,0,2,rainy,state highway,dry,dawn,police checkpost,109,70,male,,yes,2
2019,august,wednesday,fatal,3,auto-rickshaw,7,1,clear,national highway,wet,daylight,police checkpost,82,53,male,expired,yes,19
2020,september,thursday,serious,2,cycle,5,3,stormy,village road,damaged,dawn,signs,53,68,female,,yes,2
2020,january,thursday,serious,1,pedestrian,7,0,rainy,village road,wet,dusk,signs,108,67,male,,no,3
2021,may,saturday,serious,2,pedestrian,1,3,clear,village road,dry,dusk,,97,19,female,,no,10
2019,march,monday,minor,2,pedestrian,8,4,clear,village road,wet,dawn,signs,47,44,female,expired,no,3
2019,august,friday,serious,5,car,5,5,foggy,village road,under construction,dusk,police checkpost,56,61,female,valid,yes,2
2020,october,friday,minor,2,bus,9,4,stormy,national highway,under construction,dusk,signs,31,59,male,expired,yes,8
2022,january,monday,serious,5,auto-rickshaw,0,1,clear,village road,wet,daylight,police checkpost,53,35,female,expired,yes,5
2020,february,saturday,fatal,2,two-wheeler,5,2,clear,urban road,dry,dawn,police checkpost,53,44,male,valid,no,19
2019,june,wednesday,minor,4,truck,5,3,foggy,national highway,under construction,dusk,,61,39,male,,no,23
2023,november,saturday,minor,5,two-wheeler,3,1,stormy,village road,damaged,daylight,signs,111,32,male,,no,22
2022,october,friday,serious,5,bus,7,3,clear,village road,under construction,dark,signals,87,29,male,valid,no,7
2018,september,saturday,serious,1,cycle,4,1,clear,urban road,damaged,dark,,71,19,male,expired,yes,1
2022,february,friday,serious,3,cycle,8,4,rainy,state highway,damaged,dark,signals,115,58,female,expired,yes,10
2023,september,sunday,minor,1,car,8,3,foggy,urban road,under construction,daylight,,34,59,female,valid,yes,13
2023,november,friday,minor,1,auto-rickshaw,3,2,clear,state highway,damaged,dark,police checkpost,114,55,female,expired,yes,12
2019,may,friday,fatal,3,two-wheeler,7,1,clear,urban road,under construction,dusk,police checkpost,89,19,male,valid,yes,17
2022,january,tuesday,minor,1,car,1,2,clear,state highway,dry,daylight,signs,94,40,female,valid,yes,21
2021,march,tuesday,minor,4,auto-rickshaw,3,5,stormy,state highway,wet,dawn,signals,31,49,male,expired,yes,9
2022,september,saturday,serious,3,bus,3,0,foggy,national highway,wet,dark,signs,109,18,male,valid,yes,3
2019,december,tuesday,fatal,1,car,2,0,stormy,urban road,dry,daylight,,49,45,male,expired,yes,7
2021,february,saturday,fatal,5,car,8,0,clear,national highway,wet,daylight,,119,43,male,expired,no,2
2022,august,saturday,minor,4,car,5,3,clear,state highway,under construction,daylight,police checkpost,114,30,male,expired,no,6
2022,february,monday,fatal,5,two-wheeler,10,1,rainy,national highway,damaged,dark,police checkpost,56,45,male,valid,no,17
2023,october,thursday,fatal,5,cycle,1,4,rainy,urban road,dry,dark,signs,120,70,male,,yes,18
